condition_name,agent_name,mean_reward,std_reward,ci95_reward,n_observations
balanced_zero_on_collision_cb_opaque_ratio08_halt3,RiskAverseEpsilonGreedyAgent_1,8480.111800576431,1258.0588085486402,450.19056289864005,30
balanced_zero_on_collision_cb_opaque_ratio08_halt3,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_transparent_ratio08_halt3,RandomAgent_1,6399.204460149407,165.54043212295667,59.23788285055884,30
balanced_zero_on_collision_cb_transparent_ratio08_halt3,EpsilonGreedyAgent_1,11010.209697727425,517.2693402839802,185.10245617317645,30
balanced_zero_on_collision_cb_transparent_ratio08_halt3,UCB_BaselineAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_transparent_ratio08_halt3,RiskAverseEpsilonGreedyAgent_1,8669.896973349865,659.0580721757441,235.84090225319497,30
balanced_zero_on_collision_cb_transparent_ratio08_halt3,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_opaque_ratio08_halt5,RandomAgent_1,6691.910457642342,218.14057034862458,78.06060057682971,30
balanced_zero_on_collision_cb_opaque_ratio08_halt5,EpsilonGreedyAgent_1,9403.638961276203,474.29578819087095,169.7245680529305,30
balanced_zero_on_collision_cb_opaque_ratio08_halt5,UCB_BaselineAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_opaque_ratio08_halt5,RiskAverseEpsilonGreedyAgent_1,7049.672497220865,589.068208146934,210.79535106733317,30
balanced_zero_on_collision_cb_opaque_ratio08_halt5,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_transparent_ratio08_halt5,RandomAgent_1,46.51372622666144,149.7256447394396,53.578633866386575,30
balanced_zero_on_collision_cb_transparent_ratio08_halt5,EpsilonGreedyAgent_1,70.21405945644068,244.225988253164,87.3951474915631,30
balanced_zero_on_collision_cb_transparent_ratio08_halt5,UCB_BaselineAgent_1,0.0,0.0,0.0,30
balanced_zero_on_collision_cb_transparent_ratio08_halt5,RiskAverseEpsilonGreedyAgent_1,56.14210885782612,196.97982960040804,70.48832674983598,30
balanced_zero_on_collision_cb_transparent_ratio08_halt5,RiskAverseUCBAgent_1,0.0,0.0,0.0,30
high_congestion_linear_share_baseline,RandomAgent_1,6119.130662308287,147.62112371579528,52.82554068995592,30
high_congestion_linear_share_baseline,EpsilonGreedyAgent_1,9555.939255461428,1865.371560653609,667.5146401737505,30
high_congestion_linear_share_baseline,UCB_BaselineAgent_1,6857.7361128911825,832.8474781429696,298.03064248359425,30
high_congestion_linear_share_baseline,RiskAverseEpsilonGreedyAgent_1,8609.805908849352,902.2484053922035,322.8654453494987,30
high_congestion_linear_share_baseline,RiskAverseUCBAgent_1,4696.418237846395,536.9566181835784,192.14745809147854,30
high_congestion_linear_share_baseline,RandomAgent_2,6095.197619049,145.40768455441008,52.033471658496666,30
high_congestion_linear_share_baseline,EpsilonGreedyAgent_2,9521.967864383614,1931.4483329283075,691.159909459047,30
high_congestion_linear_share_baseline,UCB_BaselineAgent_2,6857.7361128911825,832.8474781429696,298.03064248359425,30
high_congestion_linear_share_baseline,RiskAverseEpsilonGreedyAgent_2,8407.842003959258,882.678214246515,315.86234238798016,30
high_congestion_linear_share_baseline,RiskAverseUCBAgent_2,4696.418237846395,536.9566181835784,192.14745809147854,30
high_congestion_linear_share_cb_opaque_ratio06_halt3,RandomAgent_1,6039.707196009264,135.39720818615118,48.451268695895045,30
high_congestion_linear_share_cb_opaque_ratio06_halt3,EpsilonGreedyAgent_1,9965.353387074547,1939.2775378470528,693.9615544580474,30
high_congestion_linear_share_cb_opaque_ratio06_halt3,UCB_BaselineAgent_1,6894.390008706234,966.2463205559778,345.7668051715861,30
high_congestion_linear_share_cb_opaque_ratio06_halt3,RiskAverseEpsilonGreedyAgent_1,8208.019838667216,812.903263291408,290.89369685785346,30
high_congestion_linear_share_cb_opaque_ratio06_halt3,RiskAverseUCBAgent_1,4720.532573705319,628.2369304847994,224.81169834576198,30
high_congestion_linear_share_cb_opaque_ratio06_halt3,RandomAgent_2,6032.213908807417,118.65450801109272,42.45997038373724,30
high_congestion_linear_share_cb_opaque_ratio06_halt3,EpsilonGreedyAgent_2,9277.6589957834,1741.3560018399653,623.1362423984409,30
